brand,category,product_name,material,retailer,season,rating,discount_percent,original_price,current_price,image_url,product_url,date_scraped
Nike,Blazer,Nike Blazer,Silk,Reliance Trends,Monsoon,4.1,40,7889.87,4733.92,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.reliancetrends.com/search?q=Nike+Blazer,2025-10-29
W for Woman,Hoodie,W for Woman Hoodie,Wool,Myntra,Spring,3.9,15,1802.98,1532.54,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.myntra.com/shop/W+for+Woman+Hoodie,2025-10-29
Raymond,Sweater,Raymond Sweater,Linen,Ajio,All-Season,4.7,15,4084.33,3471.68,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.ajio.com/search/?text=Raymond+Sweater,2025-10-29
Levi's,Coat,Levi's Coat,Viscose,Westside,Winter,4.2,30,7875.92,5513.15,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.westside.com/search?q=Levi's+Coat,2025-10-29
Flying Machine,Shirt,Flying Machine Shirt,Cotton,Reliance Trends,Monsoon,4.2,20,724.08,579.27,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.reliancetrends.com/search?q=Flying+Machine+Shirt,2025-10-29
Levi's,Chinos,Levi's Chinos,Polyester,Westside,Monsoon,4.6,40,5797.25,3478.35,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.westside.com/search?q=Levi's+Chinos,2025-10-29
AND,Pants,AND Pants,Wool,Ajio,Winter,3.7,50,3471.44,1735.72,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=AND+Pants,2025-10-29
Marks & Spencer,Hoodie,Marks & Spencer Hoodie,Silk,Amazon India,Monsoon,4.8,15,5378.88,4572.05,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.amazon.in/s?k=Marks+&+Spencer+Hoodie,2025-10-29
Only,Jeans,Only Jeans,Viscose,Reliance Trends,Winter,3.6,10,844.29,759.87,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.reliancetrends.com/search?q=Only+Jeans,2025-10-29
Van Heusen,Sweater,Van Heusen Sweater,Denim,Shoppers Stop,Winter,4.2,0,2079.37,2079.37,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.shoppersstop.com/search?q=Van+Heusen+Sweater,2025-10-29
HRX,T-Shirt,HRX T-Shirt,Synthetic,Myntra,All-Season,3.5,0,302.42,302.42,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.myntra.com/shop/HRX+T-Shirt,2025-10-29
Being Human,Chinos,Being Human Chinos,Synthetic,Max Fashion,Winter,3.8,40,2005.77,1203.46,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Being+Human+Chinos,2025-10-29
Puma,Sweater,Puma Sweater,Wool,Flipkart,Summer,4.2,20,2290.25,1832.2,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=Puma+Sweater,2025-10-29
Marks & Spencer,T-Shirt,Marks & Spencer T-Shirt,Silk,Myntra,Spring,4.7,30,2766.54,1936.58,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.myntra.com/shop/Marks+&+Spencer+T-Shirt,2025-10-29
Louis Philippe,Shirt,Louis Philippe Shirt,Silk,Shoppers Stop,Winter,4.0,60,3909.61,1563.84,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Louis+Philippe+Shirt,2025-10-29
Roadster,Jacket,Roadster Jacket,Synthetic,Flipkart,Winter,3.5,0,1117.72,1117.72,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.flipkart.com/search?q=Roadster+Jacket,2025-10-29
Vero Moda,Blazer,Vero Moda Blazer,Cotton,Max Fashion,Monsoon,3.5,50,7926.44,3963.22,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.maxfashion.in/in/en/search/?text=Vero+Moda+Blazer,2025-10-29
W for Woman,Shirt,W for Woman Shirt,Synthetic,Myntra,All-Season,3.9,25,2038.94,1529.21,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.myntra.com/shop/W+for+Woman+Shirt,2025-10-29
Calvin Klein,T-Shirt,Calvin Klein T-Shirt,Leather,Ajio,Winter,4.2,20,4003.46,3202.76,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Calvin+Klein+T-Shirt,2025-10-29
Roadster,Blazer,Roadster Blazer,Polyester,Amazon India,All-Season,3.4,20,1764.71,1411.77,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Roadster+Blazer,2025-10-29
Roadster,Shirt,Roadster Shirt,Blend,Lifestyle,Spring,3.9,15,578.32,491.57,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Roadster+Shirt,2025-10-29
Allen Solly,Coat,Allen Solly Coat,Synthetic,Shoppers Stop,Winter,4.5,30,6324.77,4427.34,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=Allen+Solly+Coat,2025-10-29
Only,Coat,Only Coat,Polyester,Amazon India,All-Season,3.5,40,8245.2,4947.12,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=Only+Coat,2025-10-29
Peter England,Jeans,Peter England Jeans,Blend,Lifestyle,Winter,3.7,25,2431.97,1823.98,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.lifestylestores.com/in/en/search/?text=Peter+England+Jeans,2025-10-29
Nike,Skirt,Nike Skirt,Polyester,Lifestyle,All-Season,4.2,25,1295.62,971.72,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.lifestylestores.com/in/en/search/?text=Nike+Skirt,2025-10-29
Calvin Klein,Blazer,Calvin Klein Blazer,Silk,Amazon India,Summer,4.9,10,4440.67,3996.61,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.amazon.in/s?k=Calvin+Klein+Blazer,2025-10-29
Tommy Hilfiger,Shirt,Tommy Hilfiger Shirt,Viscose,Max Fashion,Monsoon,4.4,15,1715.92,1458.53,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.maxfashion.in/in/en/search/?text=Tommy+Hilfiger+Shirt,2025-10-29
Louis Philippe,Pants,Louis Philippe Pants,Denim,Flipkart,All-Season,4.2,15,2752.27,2339.43,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.flipkart.com/search?q=Louis+Philippe+Pants,2025-10-29
Puma,Polo,Puma Polo,Synthetic,Myntra,Winter,4.0,15,1738.6,1477.81,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.myntra.com/shop/Puma+Polo,2025-10-29
Levi's,Jacket,Levi's Jacket,Silk,Amazon India,All-Season,4.5,40,8211.6,4926.96,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.amazon.in/s?k=Levi's+Jacket,2025-10-29
Levi's,Polo,Levi's Polo,Denim,Amazon India,All-Season,4.1,25,2939.17,2204.37,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.amazon.in/s?k=Levi's+Polo,2025-10-29
Wrogn,Skirt,Wrogn Skirt,Denim,Max Fashion,Monsoon,3.7,20,945.68,756.55,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.maxfashion.in/in/en/search/?text=Wrogn+Skirt,2025-10-29
Vero Moda,Coat,Vero Moda Coat,Polyester,Max Fashion,Spring,4.2,30,6424.68,4497.28,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=Vero+Moda+Coat,2025-10-29
Forever New,Shirt,Forever New Shirt,Leather,Westside,Winter,4.0,20,6200.75,4960.6,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.westside.com/search?q=Forever+New+Shirt,2025-10-29
Forever New,T-Shirt,Forever New T-Shirt,Denim,Myntra,Winter,3.9,25,1226.99,920.25,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.myntra.com/shop/Forever+New+T-Shirt,2025-10-29
Only,T-Shirt,Only T-Shirt,Silk,Westside,Monsoon,3.6,25,1322.67,992.0,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.westside.com/search?q=Only+T-Shirt,2025-10-29
H&M,Polo,H&M Polo,Linen,Flipkart,All-Season,3.8,25,1236.67,927.5,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.flipkart.com/search?q=H&M+Polo,2025-10-29
Puma,Hoodie,Puma Hoodie,Silk,Westside,Summer,3.7,10,2406.11,2165.5,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.westside.com/search?q=Puma+Hoodie,2025-10-29
Raymond,Dress,Raymond Dress,Blend,Ajio,Winter,4.4,50,6885.33,3442.66,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=Raymond+Dress,2025-10-29
Nike,Jacket,Nike Jacket,Linen,Reliance Trends,Summer,3.9,20,5105.93,4084.74,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.reliancetrends.com/search?q=Nike+Jacket,2025-10-29
US Polo Assn,Sweater,US Polo Assn Sweater,Polyester,Flipkart,Summer,3.7,20,1415.49,1132.39,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=US+Polo+Assn+Sweater,2025-10-29
Van Heusen,Skirt,Van Heusen Skirt,Silk,Flipkart,Monsoon,4.0,40,2151.99,1291.19,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.flipkart.com/search?q=Van+Heusen+Skirt,2025-10-29
Breakbounce,Skirt,Breakbounce Skirt,Viscose,Westside,Winter,4.1,15,1300.71,1105.61,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.westside.com/search?q=Breakbounce+Skirt,2025-10-29
US Polo Assn,Pants,US Polo Assn Pants,Linen,Shoppers Stop,Summer,4.1,25,3436.29,2577.22,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.shoppersstop.com/search?q=US+Polo+Assn+Pants,2025-10-29
Van Heusen,Blazer,Van Heusen Blazer,Blend,Flipkart,Spring,4.3,0,2981.4,2981.4,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.flipkart.com/search?q=Van+Heusen+Blazer,2025-10-29
Mast & Harbour,Skirt,Mast & Harbour Skirt,Silk,Flipkart,Summer,3.8,10,1336.7,1203.03,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.flipkart.com/search?q=Mast+&+Harbour+Skirt,2025-10-29
Calvin Klein,Sweater,Calvin Klein Sweater,Blend,Myntra,Winter,4.1,30,4399.92,3079.94,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.myntra.com/shop/Calvin+Klein+Sweater,2025-10-29
Calvin Klein,T-Shirt,Calvin Klein T-Shirt,Blend,Amazon India,All-Season,4.3,10,2406.87,2166.18,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.amazon.in/s?k=Calvin+Klein+T-Shirt,2025-10-29
Levi's,T-Shirt,Levi's T-Shirt,Polyester,Reliance Trends,All-Season,4.4,0,563.13,563.13,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.reliancetrends.com/search?q=Levi's+T-Shirt,2025-10-29
US Polo Assn,Jacket,US Polo Assn Jacket,Polyester,Westside,All-Season,3.8,30,3070.76,2149.53,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.westside.com/search?q=US+Polo+Assn+Jacket,2025-10-29
Roadster,Polo,Roadster Polo,Synthetic,Westside,Spring,3.6,50,1109.6,554.8,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.westside.com/search?q=Roadster+Polo,2025-10-29
Only,Blazer,Only Blazer,Denim,Westside,Summer,4.1,0,2525.46,2525.46,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.westside.com/search?q=Only+Blazer,2025-10-29
US Polo Assn,Dress,US Polo Assn Dress,Synthetic,Ajio,Spring,3.6,30,1091.26,763.88,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.ajio.com/search/?text=US+Polo+Assn+Dress,2025-10-29
Breakbounce,Chinos,Breakbounce Chinos,Linen,Ajio,Winter,3.8,15,1685.1,1432.33,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=Breakbounce+Chinos,2025-10-29
Raymond,Sweater,Raymond Sweater,Wool,Reliance Trends,Spring,4.8,20,2781.99,2225.59,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.reliancetrends.com/search?q=Raymond+Sweater,2025-10-29
Vero Moda,Coat,Vero Moda Coat,Linen,Shoppers Stop,Spring,3.7,10,3567.62,3210.86,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=Vero+Moda+Coat,2025-10-29
Athena,Sweater,Athena Sweater,Viscose,Amazon India,Summer,4.0,40,1403.8,842.28,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.amazon.in/s?k=Athena+Sweater,2025-10-29
HRX,Jacket,HRX Jacket,Polyester,Shoppers Stop,All-Season,4.2,20,2479.14,1983.31,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=HRX+Jacket,2025-10-29
Only,Hoodie,Only Hoodie,Denim,Amazon India,Spring,3.6,30,1174.85,822.39,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.amazon.in/s?k=Only+Hoodie,2025-10-29
Tommy Hilfiger,Jeans,Tommy Hilfiger Jeans,Leather,Ajio,All-Season,4.9,30,12894.19,9025.93,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.ajio.com/search/?text=Tommy+Hilfiger+Jeans,2025-10-29
US Polo Assn,Pants,US Polo Assn Pants,Linen,Myntra,Summer,3.8,50,1572.84,786.42,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.myntra.com/shop/US+Polo+Assn+Pants,2025-10-29
Zara,Polo,Zara Polo,Cotton,Reliance Trends,Winter,4.6,70,9898.72,2969.62,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.reliancetrends.com/search?q=Zara+Polo,2025-10-29
Breakbounce,Dress,Breakbounce Dress,Synthetic,Shoppers Stop,Monsoon,3.5,10,1322.21,1189.99,https://images.unsplash.com/photo-1595777457583-95e059d581b8?w=400,https://www.shoppersstop.com/search?q=Breakbounce+Dress,2025-10-29
H&M,Coat,H&M Coat,Cotton,Amazon India,Winter,3.5,25,4002.86,3002.15,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.amazon.in/s?k=H&M+Coat,2025-10-29
Van Heusen,Coat,Van Heusen Coat,Cotton,Flipkart,Monsoon,3.9,10,4808.48,4327.64,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.flipkart.com/search?q=Van+Heusen+Coat,2025-10-29
Forever New,Sweater,Forever New Sweater,Blend,Amazon India,All-Season,4.2,0,2468.24,2468.24,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.amazon.in/s?k=Forever+New+Sweater,2025-10-29
Calvin Klein,Coat,Calvin Klein Coat,Cotton,Max Fashion,Monsoon,4.1,20,8412.48,6729.98,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.maxfashion.in/in/en/search/?text=Calvin+Klein+Coat,2025-10-29
Nike,Skirt,Nike Skirt,Cotton,Westside,Spring,3.6,50,5678.07,2839.04,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.westside.com/search?q=Nike+Skirt,2025-10-29
Roadster,Chinos,Roadster Chinos,Leather,Ajio,Spring,3.4,30,1107.2,775.04,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.ajio.com/search/?text=Roadster+Chinos,2025-10-29
Adidas,Jeans,Adidas Jeans,Viscose,Westside,Spring,3.4,40,5666.16,3399.69,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.westside.com/search?q=Adidas+Jeans,2025-10-29
Allen Solly,Polo,Allen Solly Polo,Linen,Max Fashion,All-Season,4.4,10,1385.0,1246.5,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.maxfashion.in/in/en/search/?text=Allen+Solly+Polo,2025-10-29
Van Heusen,Shirt,Van Heusen Shirt,Polyester,Amazon India,Spring,4.3,25,2071.16,1553.37,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.amazon.in/s?k=Van+Heusen+Shirt,2025-10-29
Forever New,Jacket,Forever New Jacket,Linen,Shoppers Stop,Winter,3.8,30,6550.7,4585.49,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=Forever+New+Jacket,2025-10-29
Allen Solly,Sweater,Allen Solly Sweater,Denim,Flipkart,Winter,4.5,70,6677.18,2003.15,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.flipkart.com/search?q=Allen+Solly+Sweater,2025-10-29
Marks & Spencer,Skirt,Marks & Spencer Skirt,Leather,Lifestyle,Winter,4.2,15,6150.55,5227.96,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.lifestylestores.com/in/en/search/?text=Marks+&+Spencer+Skirt,2025-10-29
H&M,Hoodie,H&M Hoodie,Silk,Ajio,All-Season,3.6,50,1301.41,650.7,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.ajio.com/search/?text=H&M+Hoodie,2025-10-29
Peter England,Blazer,Peter England Blazer,Silk,Myntra,Spring,3.5,20,1911.3,1529.04,https://images.unsplash.com/photo-1591047139829-d91aecb6caea?w=400,https://www.myntra.com/shop/Peter+England+Blazer,2025-10-29
Forever New,Polo,Forever New Polo,Wool,Max Fashion,Summer,4.1,0,2290.15,2290.15,https://images.unsplash.com/photo-1586790170083-2f9ceadc732d?w=400,https://www.maxfashion.in/in/en/search/?text=Forever+New+Polo,2025-10-29
W for Woman,T-Shirt,W for Woman T-Shirt,Cotton,Shoppers Stop,Spring,3.8,40,1190.82,714.49,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.shoppersstop.com/search?q=W+for+Woman+T-Shirt,2025-10-29
Mast & Harbour,Skirt,Mast & Harbour Skirt,Leather,Shoppers Stop,Summer,4.1,50,2051.05,1025.52,https://images.unsplash.com/photo-1583496661160-fb5886a0aaaa?w=400,https://www.shoppersstop.com/search?q=Mast+&+Harbour+Skirt,2025-10-29
Allen Solly,Jacket,Allen Solly Jacket,Polyester,Myntra,Monsoon,4.0,0,2770.48,2770.48,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.myntra.com/shop/Allen+Solly+Jacket,2025-10-29
Zara,Jacket,Zara Jacket,Denim,Shoppers Stop,All-Season,4.7,30,10572.64,7400.85,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.shoppersstop.com/search?q=Zara+Jacket,2025-10-29
Only,Chinos,Only Chinos,Linen,Amazon India,Summer,4.0,20,3156.86,2525.49,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.amazon.in/s?k=Only+Chinos,2025-10-29
US Polo Assn,Jacket,US Polo Assn Jacket,Polyester,Lifestyle,All-Season,4.0,25,3847.95,2885.97,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.lifestylestores.com/in/en/search/?text=US+Polo+Assn+Jacket,2025-10-29
Zara,Shirt,Zara Shirt,Synthetic,Lifestyle,Spring,4.9,0,1252.99,1252.99,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.lifestylestores.com/in/en/search/?text=Zara+Shirt,2025-10-29
Puma,Shirt,Puma Shirt,Denim,Amazon India,Spring,3.5,60,5463.28,2185.31,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.amazon.in/s?k=Puma+Shirt,2025-10-29
Breakbounce,Coat,Breakbounce Coat,Silk,Shoppers Stop,Winter,3.4,25,5948.42,4461.31,https://images.unsplash.com/photo-1539533018447-63fcce2678e3?w=400,https://www.shoppersstop.com/search?q=Breakbounce+Coat,2025-10-29
Only,Chinos,Only Chinos,Leather,Lifestyle,Spring,3.6,30,4431.86,3102.3,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Only+Chinos,2025-10-29
Flying Machine,Jacket,Flying Machine Jacket,Wool,Flipkart,Spring,3.7,0,2166.17,2166.17,https://images.unsplash.com/photo-1551028719-00167b16eac5?w=400,https://www.flipkart.com/search?q=Flying+Machine+Jacket,2025-10-29
Forever New,Hoodie,Forever New Hoodie,Wool,Max Fashion,All-Season,4.0,15,2235.04,1899.78,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400,https://www.maxfashion.in/in/en/search/?text=Forever+New+Hoodie,2025-10-29
Nike,Chinos,Nike Chinos,Linen,Max Fashion,Spring,4.1,15,3234.66,2749.46,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.maxfashion.in/in/en/search/?text=Nike+Chinos,2025-10-29
Vero Moda,T-Shirt,Vero Moda T-Shirt,Synthetic,Ajio,Summer,3.5,0,893.52,893.52,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400,https://www.ajio.com/search/?text=Vero+Moda+T-Shirt,2025-10-29
Forever New,Shirt,Forever New Shirt,Silk,Shoppers Stop,Monsoon,4.1,60,4689.75,1875.9,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400,https://www.shoppersstop.com/search?q=Forever+New+Shirt,2025-10-29
Breakbounce,Pants,Breakbounce Pants,Polyester,Reliance Trends,Winter,4.2,30,1157.82,810.47,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.reliancetrends.com/search?q=Breakbounce+Pants,2025-10-29
Puma,Pants,Puma Pants,Leather,Lifestyle,Spring,4.0,0,3349.19,3349.19,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?w=400,https://www.lifestylestores.com/in/en/search/?text=Puma+Pants,2025-10-29
H&M,Sweater,H&M Sweater,Denim,Myntra,All-Season,3.7,30,2521.35,1764.94,https://images.unsplash.com/photo-1576566588028-4147f3842f27?w=400,https://www.myntra.com/shop/H&M+Sweater,2025-10-29
AND,Jeans,AND Jeans,Blend,Max Fashion,Winter,4.2,10,1866.83,1680.15,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400,https://www.maxfashion.in/in/en/search/?text=AND+Jeans,2025-10-29
