brand,category,material,retailer,season,rating,discount_percent,original_price,current_price,date_scraped
Raymond,Sweater,Leather,Lifestyle,Summer,4.8,40,8917.69,5350.62,2025-10-24
Athena,Hoodie,Silk,Shoppers Stop,Summer,3.4,30,2342.49,1639.74,2025-10-24
Vero Moda,T-Shirt,Denim,Reliance Trends,Spring,3.7,10,807.83,727.04,2025-10-24
Wrogn,Blazer,Cotton,Flipkart,Winter,4.0,60,4584.6,1833.84,2025-10-24
Peter England,Hoodie,Polyester,Westside,Monsoon,3.5,0,832.03,832.03,2025-10-24
Athena,Blazer,Linen,Myntra,All-Season,3.8,25,2372.51,1779.38,2025-10-24
H&M,Jacket,Cotton,Myntra,Winter,4.0,0,783.45,783.45,2025-10-24
HRX,Chinos,Wool,Amazon India,Monsoon,3.7,15,1417.9,1205.21,2025-10-24
US Polo Assn,Dress,Denim,Reliance Trends,Summer,3.7,30,3011.81,2108.27,2025-10-24
HRX,Hoodie,Denim,Ajio,Monsoon,3.5,30,1555.48,1088.84,2025-10-24
W for Woman,Sweater,Cotton,Myntra,Spring,4.0,25,996.48,747.36,2025-10-24
Tommy Hilfiger,Dress,Wool,Amazon India,Winter,4.5,15,10683.18,9080.7,2025-10-24
Nike,Sweater,Silk,Shoppers Stop,Summer,4.1,10,5597.16,5037.44,2025-10-24
Raymond,Blazer,Wool,Shoppers Stop,All-Season,4.2,10,4424.65,3982.19,2025-10-24
Breakbounce,Sweater,Denim,Amazon India,Winter,4.2,25,1806.44,1354.83,2025-10-24
Mast & Harbour,Skirt,Polyester,Max Fashion,Spring,3.4,0,732.62,732.62,2025-10-24
Levi's,Hoodie,Linen,Shoppers Stop,All-Season,4.6,0,2899.06,2899.06,2025-10-24
Wrogn,Jacket,Silk,Lifestyle,Summer,3.5,25,3246.02,2434.51,2025-10-24
Being Human,Chinos,Wool,Ajio,All-Season,3.8,15,987.72,839.56,2025-10-24
Wrogn,Pants,Synthetic,Myntra,Spring,3.4,10,1346.85,1212.16,2025-10-24
Being Human,Shirt,Viscose,Myntra,Winter,3.4,20,1091.86,873.48,2025-10-24
Tommy Hilfiger,Dress,Silk,Flipkart,Monsoon,4.4,10,6029.83,5426.85,2025-10-24
Mast & Harbour,Dress,Cotton,Lifestyle,Winter,3.4,30,1396.93,977.85,2025-10-24
Flying Machine,Dress,Denim,Max Fashion,Summer,3.6,70,2080.69,624.21,2025-10-24
Flying Machine,Shirt,Blend,Myntra,Monsoon,3.7,0,961.99,961.99,2025-10-24
Only,Sweater,Blend,Reliance Trends,Summer,3.4,0,894.38,894.38,2025-10-24
Wrogn,Polo,Synthetic,Reliance Trends,Monsoon,3.7,30,771.55,540.09,2025-10-24
Zara,Jacket,Silk,Max Fashion,Winter,4.7,0,9022.73,9022.73,2025-10-24
US Polo Assn,Coat,Silk,Flipkart,All-Season,4.2,15,4754.44,4041.27,2025-10-24
Only,Coat,Silk,Myntra,Spring,3.4,25,8922.93,6692.2,2025-10-24
Athena,Jeans,Wool,Westside,Spring,3.5,40,1888.35,1133.01,2025-10-24
Van Heusen,Hoodie,Cotton,Reliance Trends,Spring,4.1,15,940.73,799.62,2025-10-24
Breakbounce,Dress,Linen,Shoppers Stop,All-Season,3.8,25,4110.15,3082.61,2025-10-24
Roadster,Polo,Leather,Myntra,All-Season,3.7,15,609.9,518.42,2025-10-24
Vero Moda,Hoodie,Linen,Reliance Trends,Winter,3.9,25,1373.95,1030.46,2025-10-24
Only,Coat,Denim,Amazon India,Winter,3.8,0,4395.11,4395.11,2025-10-24
AND,Polo,Leather,Myntra,All-Season,3.5,15,1261.85,1072.57,2025-10-24
Athena,Dress,Silk,Lifestyle,Spring,3.8,20,2915.94,2332.76,2025-10-24
Puma,T-Shirt,Cotton,Myntra,Monsoon,3.5,10,447.37,402.64,2025-10-24
Flying Machine,Jacket,Viscose,Ajio,Monsoon,3.8,20,2195.0,1756.0,2025-10-24
Roadster,Jeans,Viscose,Myntra,Summer,3.9,20,1328.67,1062.94,2025-10-24
Peter England,Blazer,Synthetic,Amazon India,Spring,3.5,15,2274.98,1933.74,2025-10-24
Vero Moda,Jacket,Viscose,Reliance Trends,Summer,3.5,30,3868.69,2708.08,2025-10-24
US Polo Assn,Blazer,Wool,Westside,Summer,3.6,15,2121.34,1803.14,2025-10-24
HRX,Chinos,Leather,Westside,Spring,4.1,30,1666.52,1166.56,2025-10-24
Tommy Hilfiger,Pants,Leather,Flipkart,Spring,4.3,15,8044.58,6837.89,2025-10-24
Nike,Jacket,Silk,Ajio,Summer,3.8,30,5593.41,3915.39,2025-10-24
Athena,T-Shirt,Wool,Flipkart,Winter,3.6,20,321.69,257.35,2025-10-24
Wrogn,Polo,Wool,Lifestyle,Summer,4.1,50,2243.18,1121.59,2025-10-24
Breakbounce,Chinos,Polyester,Max Fashion,Winter,3.9,20,1685.97,1348.78,2025-10-24
Tommy Hilfiger,Jacket,Cotton,Shoppers Stop,Monsoon,4.4,10,13390.38,12051.34,2025-10-24
Adidas,Dress,Polyester,Shoppers Stop,All-Season,3.9,50,7389.86,3694.93,2025-10-24
Breakbounce,Jeans,Viscose,Max Fashion,Winter,3.4,15,1491.61,1267.87,2025-10-24
AND,Sweater,Denim,Shoppers Stop,Summer,4.0,60,4355.2,1742.08,2025-10-24
Marks & Spencer,Dress,Leather,Max Fashion,Spring,4.6,20,9680.97,7744.78,2025-10-24
Raymond,Hoodie,Silk,Westside,Summer,4.5,15,1751.02,1488.37,2025-10-24
Tommy Hilfiger,T-Shirt,Viscose,Westside,Winter,4.6,50,1799.39,899.7,2025-10-24
Puma,Polo,Denim,Ajio,Spring,4.2,15,1721.39,1463.18,2025-10-24
Nike,Dress,Viscose,Shoppers Stop,Winter,3.8,20,5135.22,4108.18,2025-10-24
H&M,Coat,Cotton,Lifestyle,Winter,3.7,30,5572.84,3900.99,2025-10-24
Only,Polo,Synthetic,Reliance Trends,All-Season,3.6,20,584.64,467.71,2025-10-24
Levi's,Dress,Silk,Shoppers Stop,Winter,4.0,15,6311.14,5364.47,2025-10-24
Nike,Hoodie,Cotton,Lifestyle,Summer,3.8,25,3874.2,2905.65,2025-10-24
Flying Machine,Sweater,Linen,Lifestyle,Summer,4.0,60,3437.86,1375.14,2025-10-24
Zara,Skirt,Viscose,Lifestyle,Spring,4.3,40,4325.09,2595.05,2025-10-24
Only,Chinos,Viscose,Amazon India,All-Season,3.5,15,2254.05,1915.94,2025-10-24
Levi's,Skirt,Leather,Amazon India,All-Season,4.5,25,4476.47,3357.35,2025-10-24
Allen Solly,Pants,Synthetic,Shoppers Stop,Monsoon,4.5,60,3546.03,1418.41,2025-10-24
Athena,Blazer,Polyester,Myntra,Monsoon,3.6,15,896.09,761.68,2025-10-24
Van Heusen,Pants,Cotton,Lifestyle,Winter,4.2,70,4866.1,1459.83,2025-10-24
HRX,Chinos,Viscose,Max Fashion,All-Season,4.1,20,935.84,748.67,2025-10-24
Flying Machine,Blazer,Synthetic,Reliance Trends,Winter,3.5,0,729.68,729.68,2025-10-24
Tommy Hilfiger,Jacket,Synthetic,Flipkart,Summer,4.8,10,6306.64,5675.98,2025-10-24
Marks & Spencer,Polo,Wool,Flipkart,Summer,4.6,30,2002.72,1401.9,2025-10-24
Calvin Klein,Dress,Cotton,Myntra,All-Season,4.7,40,10037.92,6022.75,2025-10-24
Nike,Coat,Polyester,Max Fashion,Monsoon,4.2,15,3279.91,2787.92,2025-10-24
Peter England,Hoodie,Blend,Reliance Trends,All-Season,3.5,20,1194.89,955.91,2025-10-24
Raymond,Sweater,Leather,Ajio,Spring,4.5,30,4906.37,3434.46,2025-10-24
Vero Moda,Pants,Cotton,Flipkart,Summer,3.7,20,2877.87,2302.29,2025-10-24
Only,Chinos,Linen,Westside,Winter,3.8,50,5119.28,2559.64,2025-10-24
Puma,Dress,Polyester,Reliance Trends,Winter,3.4,10,3703.31,3332.98,2025-10-24
AND,Coat,Leather,Flipkart,Winter,3.8,0,4434.37,4434.37,2025-10-24
Mast & Harbour,Skirt,Polyester,Shoppers Stop,Monsoon,3.5,15,1272.25,1081.41,2025-10-24
Only,Sweater,Blend,Flipkart,All-Season,4.2,20,2404.33,1923.47,2025-10-24
Van Heusen,Coat,Wool,Flipkart,All-Season,4.5,20,4806.16,3844.93,2025-10-24
Adidas,Chinos,Blend,Shoppers Stop,Spring,3.8,15,2332.65,1982.75,2025-10-24
Raymond,Chinos,Denim,Lifestyle,All-Season,4.7,30,3043.08,2130.16,2025-10-24
US Polo Assn,Blazer,Linen,Flipkart,Spring,3.5,20,4538.82,3631.05,2025-10-24
Mast & Harbour,Sweater,Blend,Myntra,All-Season,3.6,30,1364.18,954.93,2025-10-24
Breakbounce,Dress,Cotton,Max Fashion,Summer,3.5,15,1192.0,1013.2,2025-10-24
Tommy Hilfiger,Dress,Leather,Max Fashion,Summer,4.3,20,13272.25,10617.8,2025-10-24
Roadster,Jacket,Polyester,Amazon India,Winter,3.6,25,1802.44,1351.83,2025-10-24
Athena,Chinos,Polyester,Ajio,Winter,3.6,15,699.15,594.28,2025-10-24
Puma,Skirt,Denim,Reliance Trends,Winter,4.2,20,3285.6,2628.48,2025-10-24
Raymond,Sweater,Blend,Amazon India,Winter,4.7,20,1354.77,1083.81,2025-10-24
Adidas,Dress,Viscose,Reliance Trends,Monsoon,3.9,15,1556.01,1322.61,2025-10-24
Marks & Spencer,Jeans,Cotton,Amazon India,Monsoon,4.6,20,3283.43,2626.74,2025-10-24
HRX,Polo,Silk,Westside,All-Season,3.9,0,1350.45,1350.45,2025-10-24
Puma,Dress,Leather,Max Fashion,Winter,3.6,0,2465.77,2465.77,2025-10-24
Only,Dress,Cotton,Westside,All-Season,4.0,20,3509.6,2807.68,2025-10-24
Roadster,Coat,Denim,Westside,Winter,3.8,10,2353.99,2118.59,2025-10-24
AND,Jeans,Wool,Shoppers Stop,All-Season,4.0,25,4532.77,3399.58,2025-10-24
Only,Jacket,Cotton,Amazon India,Spring,4.0,20,3416.08,2732.87,2025-10-24
Puma,Hoodie,Cotton,Amazon India,All-Season,3.7,10,1082.72,974.45,2025-10-24
Calvin Klein,Hoodie,Blend,Shoppers Stop,All-Season,4.2,40,3166.66,1899.99,2025-10-24
Vero Moda,Hoodie,Synthetic,Reliance Trends,All-Season,3.7,25,815.12,611.34,2025-10-24
Raymond,Jeans,Cotton,Lifestyle,Monsoon,4.7,30,5118.91,3583.23,2025-10-24
US Polo Assn,Hoodie,Viscose,Shoppers Stop,Winter,3.6,0,1305.25,1305.25,2025-10-24
Mast & Harbour,Hoodie,Viscose,Flipkart,All-Season,3.9,50,1245.87,622.94,2025-10-24
Wrogn,Skirt,Silk,Reliance Trends,Winter,4.0,10,1514.04,1362.64,2025-10-24
HRX,Dress,Leather,Myntra,Winter,4.0,60,6575.47,2630.19,2025-10-24
Zara,Sweater,Cotton,Westside,Monsoon,4.4,25,6964.02,5223.02,2025-10-24
Only,Skirt,Cotton,Ajio,Spring,3.8,15,886.53,753.55,2025-10-24
Only,Jacket,Leather,Westside,Winter,4.2,70,20817.44,6245.23,2025-10-24
H&M,Pants,Silk,Reliance Trends,Monsoon,3.5,0,573.87,573.87,2025-10-24
Forever New,Blazer,Leather,Max Fashion,Summer,3.8,40,5738.71,3443.23,2025-10-24
Athena,Coat,Linen,Lifestyle,Summer,4.2,25,1548.89,1161.67,2025-10-24
Being Human,Pants,Blend,Amazon India,Summer,3.8,30,1894.38,1326.06,2025-10-24
AND,Skirt,Linen,Shoppers Stop,Winter,3.7,20,1608.83,1287.06,2025-10-24
Calvin Klein,Coat,Silk,Lifestyle,All-Season,4.4,50,37363.15,18681.57,2025-10-24
Marks & Spencer,T-Shirt,Linen,Westside,Monsoon,4.5,15,1302.26,1106.92,2025-10-24
HRX,T-Shirt,Polyester,Max Fashion,All-Season,3.6,25,486.93,365.2,2025-10-24
H&M,Coat,Viscose,Shoppers Stop,Monsoon,3.7,20,5062.48,4049.99,2025-10-24
Breakbounce,Sweater,Linen,Lifestyle,Spring,3.5,0,1060.33,1060.33,2025-10-24
Van Heusen,Pants,Denim,Lifestyle,Summer,4.0,15,2005.21,1704.43,2025-10-24
Calvin Klein,Jeans,Polyester,Ajio,Monsoon,4.7,0,2791.02,2791.02,2025-10-24
Forever New,Pants,Cotton,Westside,Spring,4.1,30,1687.7,1181.39,2025-10-24
Nike,Polo,Silk,Max Fashion,Spring,4.0,10,2151.57,1936.41,2025-10-24
Breakbounce,Dress,Viscose,Max Fashion,Winter,4.0,10,861.01,774.91,2025-10-24
Zara,Skirt,Denim,Shoppers Stop,Monsoon,4.6,25,7254.39,5440.8,2025-10-24
Flying Machine,Hoodie,Polyester,Max Fashion,Monsoon,4.0,30,799.01,559.3,2025-10-24
Raymond,Dress,Wool,Shoppers Stop,Spring,4.9,40,13852.72,8311.63,2025-10-24
Only,Dress,Polyester,Max Fashion,Winter,3.6,0,1590.78,1590.78,2025-10-24
Puma,Blazer,Viscose,Flipkart,All-Season,3.8,10,2125.94,1913.35,2025-10-24
Levi's,Shirt,Viscose,Amazon India,Monsoon,4.4,25,1734.03,1300.53,2025-10-24
Levi's,Jeans,Linen,Lifestyle,Monsoon,4.5,15,3881.94,3299.65,2025-10-24
Van Heusen,Jeans,Synthetic,Lifestyle,Winter,4.5,25,2265.54,1699.15,2025-10-24
Levi's,Blazer,Blend,Myntra,Spring,3.9,20,5506.87,4405.5,2025-10-24
Adidas,Shirt,Synthetic,Ajio,Winter,3.6,10,1401.45,1261.31,2025-10-24
Peter England,T-Shirt,Cotton,Reliance Trends,Spring,3.6,15,570.9,485.26,2025-10-24
Only,Shirt,Wool,Ajio,All-Season,4.0,30,3008.11,2105.68,2025-10-24
Athena,Skirt,Synthetic,Myntra,All-Season,4.0,30,565.0,395.5,2025-10-24
Allen Solly,Shirt,Viscose,Lifestyle,Monsoon,4.0,15,1777.67,1511.02,2025-10-24
Athena,Jacket,Leather,Max Fashion,Monsoon,3.8,25,2648.1,1986.08,2025-10-24
Roadster,Hoodie,Viscose,Reliance Trends,Winter,3.7,10,374.74,337.27,2025-10-24
Wrogn,Dress,Blend,Reliance Trends,Monsoon,4.1,0,1384.46,1384.46,2025-10-24
Roadster,Blazer,Synthetic,Reliance Trends,Monsoon,3.7,10,1189.18,1070.26,2025-10-24
Adidas,Sweater,Denim,Max Fashion,All-Season,3.9,50,5090.31,2545.15,2025-10-24
Vero Moda,Sweater,Wool,Flipkart,Winter,3.7,40,2017.7,1210.62,2025-10-24
Mast & Harbour,Blazer,Denim,Ajio,Spring,3.6,0,794.78,794.78,2025-10-24
Mast & Harbour,Skirt,Blend,Amazon India,Summer,4.2,15,480.56,408.48,2025-10-24
Roadster,Jacket,Synthetic,Lifestyle,Winter,4.0,40,2087.36,1252.42,2025-10-24
Tommy Hilfiger,Polo,Blend,Myntra,All-Season,4.6,15,4366.8,3711.78,2025-10-24
W for Woman,Blazer,Silk,Amazon India,All-Season,4.1,30,6757.58,4730.3,2025-10-24
Raymond,Shirt,Silk,Amazon India,Monsoon,4.4,10,3247.86,2923.08,2025-10-24
AND,Hoodie,Viscose,Reliance Trends,Monsoon,3.5,20,1797.14,1437.71,2025-10-24
Vero Moda,Pants,Leather,Max Fashion,All-Season,3.7,30,4798.58,3359.01,2025-10-24
Mast & Harbour,Pants,Blend,Lifestyle,Monsoon,3.5,15,725.9,617.01,2025-10-24
Only,Blazer,Wool,Myntra,Summer,3.5,25,6610.49,4957.87,2025-10-24
Only,Blazer,Blend,Reliance Trends,Spring,4.0,20,1521.23,1216.98,2025-10-24
Peter England,Dress,Silk,Flipkart,Spring,3.7,30,2091.1,1463.77,2025-10-24
US Polo Assn,Coat,Polyester,Westside,Summer,3.8,15,2199.73,1869.77,2025-10-24
Levi's,Sweater,Polyester,Flipkart,Summer,4.5,15,2057.53,1748.9,2025-10-24
Zara,Skirt,Wool,Lifestyle,Spring,4.9,60,12135.35,4854.14,2025-10-24
H&M,Jeans,Viscose,Reliance Trends,Monsoon,3.8,20,761.49,609.19,2025-10-24
Mast & Harbour,Dress,Viscose,Ajio,Monsoon,3.8,25,1828.97,1371.72,2025-10-24
Roadster,Hoodie,Denim,Shoppers Stop,Winter,3.9,25,634.37,475.78,2025-10-24
Nike,Blazer,Polyester,Max Fashion,Winter,3.4,15,6630.09,5635.57,2025-10-24
Raymond,Polo,Polyester,Ajio,Summer,4.1,40,2163.9,1298.34,2025-10-24
Louis Philippe,Polo,Wool,Ajio,Monsoon,4.3,0,669.85,669.85,2025-10-24
Wrogn,Sweater,Synthetic,Amazon India,Winter,4.2,30,756.3,529.41,2025-10-24
Only,Jeans,Wool,Flipkart,Monsoon,3.4,50,5800.78,2900.39,2025-10-24
Van Heusen,Jacket,Polyester,Flipkart,Monsoon,4.1,30,1995.68,1396.98,2025-10-24
Puma,Pants,Linen,Myntra,Monsoon,4.2,20,1983.67,1586.94,2025-10-24
Allen Solly,Jacket,Blend,Shoppers Stop,All-Season,4.3,60,5741.6,2296.64,2025-10-24
Flying Machine,Pants,Wool,Max Fashion,Monsoon,4.2,25,944.64,708.48,2025-10-24
Mast & Harbour,Jeans,Leather,Reliance Trends,Winter,3.5,40,1390.16,834.1,2025-10-24
Athena,Skirt,Denim,Ajio,Winter,3.6,0,737.55,737.55,2025-10-24
HRX,Chinos,Viscose,Reliance Trends,Summer,3.6,25,1354.85,1016.14,2025-10-24
Wrogn,Skirt,Leather,Shoppers Stop,Summer,4.2,20,3084.17,2467.34,2025-10-24
Adidas,Polo,Leather,Westside,Winter,3.9,20,2242.86,1794.29,2025-10-24
W for Woman,T-Shirt,Silk,Flipkart,Summer,4.2,0,490.92,490.92,2025-10-24
Puma,Blazer,Polyester,Westside,Summer,4.0,50,9821.39,4910.7,2025-10-24
Being Human,Dress,Leather,Westside,Monsoon,4.1,25,2959.34,2219.51,2025-10-24
Allen Solly,T-Shirt,Wool,Ajio,Summer,4.2,10,1375.39,1237.85,2025-10-24
Levi's,Jeans,Cotton,Flipkart,All-Season,4.3,25,2738.67,2054.0,2025-10-24
US Polo Assn,Hoodie,Leather,Max Fashion,Summer,3.8,25,1943.54,1457.65,2025-10-24
Tommy Hilfiger,Jacket,Cotton,Max Fashion,Spring,4.4,15,11109.19,9442.81,2025-10-24
Allen Solly,Dress,Denim,Shoppers Stop,All-Season,4.0,40,2887.64,1732.58,2025-10-24
Breakbounce,Pants,Blend,Westside,All-Season,4.2,0,825.9,825.9,2025-10-24
US Polo Assn,Chinos,Cotton,Max Fashion,Winter,4.2,30,1343.19,940.23,2025-10-24
Raymond,Chinos,Viscose,Amazon India,Winter,4.2,10,2263.41,2037.07,2025-10-24
Tommy Hilfiger,Shirt,Polyester,Reliance Trends,Spring,4.1,15,4125.59,3506.75,2025-10-24
Louis Philippe,Jacket,Denim,Westside,Winter,4.3,10,4101.36,3691.22,2025-10-24
Puma,Polo,Cotton,Reliance Trends,Monsoon,3.7,25,1288.55,966.41,2025-10-24
Zara,Pants,Silk,Flipkart,All-Season,4.6,15,6912.06,5875.25,2025-10-24
Peter England,Shirt,Synthetic,Shoppers Stop,All-Season,3.6,20,740.34,592.27,2025-10-24
Van Heusen,Chinos,Linen,Flipkart,Summer,4.1,25,2950.22,2212.66,2025-10-24
Roadster,Sweater,Cotton,Max Fashion,Summer,3.9,15,1072.16,911.33,2025-10-24
Marks & Spencer,Jeans,Leather,Westside,Monsoon,4.2,40,7889.37,4733.62,2025-10-24
Tommy Hilfiger,Skirt,Denim,Lifestyle,All-Season,4.7,0,4149.57,4149.57,2025-10-24
W for Woman,Shirt,Viscose,Max Fashion,Winter,3.5,20,532.94,426.35,2025-10-24
Calvin Klein,Hoodie,Viscose,Reliance Trends,Summer,4.6,60,2339.67,935.87,2025-10-24
Raymond,Shirt,Denim,Reliance Trends,Monsoon,4.8,60,5078.23,2031.29,2025-10-24
Mast & Harbour,Pants,Wool,Myntra,Spring,3.8,60,2678.81,1071.53,2025-10-24
Adidas,Skirt,Synthetic,Westside,Spring,3.5,60,2398.61,959.44,2025-10-24
Only,Polo,Synthetic,Shoppers Stop,Spring,4.1,40,1349.87,809.92,2025-10-24
Van Heusen,Skirt,Viscose,Reliance Trends,Winter,4.5,15,1345.73,1143.87,2025-10-24
W for Woman,Dress,Linen,Max Fashion,Summer,3.6,40,2041.5,1224.9,2025-10-24
Puma,Blazer,Synthetic,Max Fashion,Winter,4.0,25,1658.7,1244.02,2025-10-24
Allen Solly,T-Shirt,Leather,Flipkart,Summer,4.6,15,1907.53,1621.4,2025-10-24
Allen Solly,Chinos,Denim,Max Fashion,All-Season,4.6,30,3175.96,2223.17,2025-10-24
Athena,Polo,Synthetic,Reliance Trends,Spring,4.2,20,694.82,555.86,2025-10-24
Tommy Hilfiger,Jeans,Cotton,Westside,Summer,4.4,10,3640.34,3276.31,2025-10-24
Levi's,Sweater,Wool,Westside,Spring,4.1,20,2501.03,2000.83,2025-10-24
Vero Moda,T-Shirt,Blend,Ajio,Winter,3.7,50,2094.14,1047.07,2025-10-24
Raymond,Jeans,Cotton,Amazon India,Winter,4.5,0,2032.11,2032.11,2025-10-24
US Polo Assn,Hoodie,Blend,Max Fashion,All-Season,4.0,30,1430.24,1001.17,2025-10-24
US Polo Assn,Pants,Blend,Lifestyle,Monsoon,3.4,25,2164.57,1623.43,2025-10-24
Van Heusen,T-Shirt,Cotton,Myntra,Summer,4.5,30,611.05,427.73,2025-10-24
AND,Dress,Viscose,Flipkart,Spring,3.8,10,2625.43,2362.89,2025-10-24
Mast & Harbour,Chinos,Cotton,Reliance Trends,Monsoon,4.1,25,747.84,560.88,2025-10-24
Peter England,Blazer,Synthetic,Westside,Winter,3.9,0,1021.69,1021.69,2025-10-24
HRX,Sweater,Leather,Lifestyle,Monsoon,4.0,15,1780.95,1513.81,2025-10-24
Vero Moda,Jeans,Silk,Reliance Trends,Winter,4.0,30,4023.32,2816.32,2025-10-24
Breakbounce,Jacket,Denim,Flipkart,Summer,3.8,30,2222.89,1556.03,2025-10-24
Nike,Jacket,Synthetic,Lifestyle,Monsoon,3.8,25,5978.6,4483.95,2025-10-24
Nike,Pants,Polyester,Reliance Trends,Spring,3.7,10,4132.37,3719.14,2025-10-24
Flying Machine,Shirt,Leather,Shoppers Stop,Winter,3.5,50,1531.51,765.75,2025-10-24
Roadster,Blazer,Viscose,Shoppers Stop,All-Season,3.8,0,976.68,976.68,2025-10-24
Nike,Jacket,Synthetic,Amazon India,Monsoon,3.5,20,3606.0,2884.8,2025-10-24
Athena,Skirt,Leather,Ajio,Spring,4.0,70,2500.07,750.02,2025-10-24
Breakbounce,Jacket,Denim,Myntra,All-Season,4.1,20,1628.4,1302.72,2025-10-24
Nike,Skirt,Viscose,Amazon India,Spring,4.2,15,2150.39,1827.83,2025-10-24
HRX,Jacket,Silk,Flipkart,Winter,4.1,40,5648.56,3389.14,2025-10-24
Louis Philippe,Dress,Blend,Amazon India,Spring,4.6,0,3199.6,3199.6,2025-10-24
Only,Skirt,Wool,Ajio,Summer,3.6,20,3157.34,2525.87,2025-10-24
Van Heusen,Dress,Linen,Lifestyle,All-Season,4.1,50,5256.9,2628.45,2025-10-24
Marks & Spencer,Pants,Denim,Amazon India,Spring,4.6,25,2885.45,2164.09,2025-10-24
W for Woman,Shirt,Wool,Max Fashion,Monsoon,3.5,0,1581.27,1581.27,2025-10-24
Athena,Skirt,Wool,Myntra,Winter,4.0,30,825.06,577.54,2025-10-24
H&M,Hoodie,Polyester,Amazon India,Spring,3.7,30,1648.66,1154.06,2025-10-24
Adidas,Skirt,Cotton,Westside,Spring,3.7,30,5287.54,3701.28,2025-10-24
Raymond,Sweater,Polyester,Westside,Monsoon,4.3,15,1691.27,1437.58,2025-10-24
Wrogn,Jeans,Cotton,Max Fashion,Summer,3.9,10,938.57,844.71,2025-10-24
Roadster,Coat,Blend,Amazon India,Winter,3.5,10,1323.71,1191.34,2025-10-24
HRX,Sweater,Blend,Myntra,All-Season,3.7,0,792.73,792.73,2025-10-24
Nike,Blazer,Blend,Ajio,Winter,3.6,30,4612.26,3228.58,2025-10-24
Vero Moda,Sweater,Wool,Shoppers Stop,Monsoon,4.1,50,8617.04,4308.52,2025-10-24
Being Human,Polo,Synthetic,Flipkart,Summer,4.0,20,652.92,522.33,2025-10-24
Roadster,Sweater,Blend,Lifestyle,All-Season,4.0,10,627.51,564.76,2025-10-24
Nike,Pants,Cotton,Myntra,Monsoon,3.4,0,2384.34,2384.34,2025-10-24
Puma,Pants,Wool,Reliance Trends,All-Season,3.5,25,2648.46,1986.35,2025-10-24
Calvin Klein,Coat,Synthetic,Ajio,Spring,4.8,0,9871.1,9871.1,2025-10-24
H&M,Shirt,Denim,Reliance Trends,Winter,3.8,25,864.04,648.03,2025-10-24
Allen Solly,Jacket,Leather,Reliance Trends,Summer,4.6,0,5714.29,5714.29,2025-10-24
Peter England,Hoodie,Polyester,Myntra,Monsoon,3.9,60,2730.91,1092.36,2025-10-24
Van Heusen,Pants,Linen,Amazon India,All-Season,4.6,15,1232.19,1047.36,2025-10-24
Calvin Klein,Skirt,Blend,Myntra,Winter,4.6,25,4339.7,3254.78,2025-10-24
H&M,Polo,Linen,Amazon India,Winter,4.0,10,1114.06,1002.66,2025-10-24
Louis Philippe,Skirt,Cotton,Max Fashion,Spring,4.4,0,1882.15,1882.15,2025-10-24
Levi's,T-Shirt,Viscose,Max Fashion,Winter,4.1,15,580.24,493.21,2025-10-24
Breakbounce,Jacket,Denim,Westside,Monsoon,3.5,15,1783.22,1515.74,2025-10-24
Only,Chinos,Blend,Shoppers Stop,Winter,3.9,10,2893.08,2603.77,2025-10-24
Forever New,Dress,Denim,Ajio,Monsoon,3.9,30,6112.48,4278.74,2025-10-24
Only,Polo,Wool,Amazon India,All-Season,3.7,25,1120.09,840.07,2025-10-24
AND,Blazer,Leather,Max Fashion,Winter,4.2,60,6544.36,2617.74,2025-10-24
Breakbounce,Pants,Denim,Max Fashion,All-Season,3.5,60,3460.87,1384.35,2025-10-24
Zara,Coat,Polyester,Reliance Trends,Winter,4.2,20,6209.94,4967.95,2025-10-24
Allen Solly,T-Shirt,Cotton,Westside,Monsoon,4.0,60,1591.37,636.55,2025-10-24
AND,Hoodie,Cotton,Shoppers Stop,Monsoon,3.6,20,2945.03,2356.02,2025-10-24
Allen Solly,Polo,Cotton,Ajio,Monsoon,4.5,40,1752.44,1051.46,2025-10-24
Athena,T-Shirt,Leather,Shoppers Stop,Spring,3.5,40,1795.73,1077.44,2025-10-24
Forever New,Polo,Silk,Amazon India,Monsoon,4.1,30,3398.84,2379.19,2025-10-24
Being Human,Sweater,Leather,Lifestyle,Spring,3.9,10,1891.14,1702.03,2025-10-24
Forever New,T-Shirt,Leather,Myntra,Winter,4.1,70,5423.95,1627.18,2025-10-24
W for Woman,Jacket,Viscose,Flipkart,Monsoon,4.0,40,1923.28,1153.97,2025-10-24
H&M,Polo,Synthetic,Myntra,Winter,3.8,20,548.03,438.43,2025-10-24
W for Woman,Dress,Leather,Amazon India,Winter,3.5,25,1514.87,1136.15,2025-10-24
Van Heusen,Chinos,Synthetic,Westside,All-Season,4.2,20,1656.85,1325.48,2025-10-24
HRX,Coat,Wool,Ajio,Summer,3.4,25,3857.4,2893.05,2025-10-24
Zara,Skirt,Synthetic,Shoppers Stop,Spring,4.3,60,8463.58,3385.43,2025-10-24
Zara,Chinos,Wool,Amazon India,Summer,4.8,15,5227.43,4443.32,2025-10-24
H&M,Jacket,Denim,Ajio,Summer,3.4,30,3997.45,2798.22,2025-10-24
Wrogn,Pants,Viscose,Ajio,Spring,3.7,0,1236.41,1236.41,2025-10-24
Van Heusen,Dress,Viscose,Shoppers Stop,Spring,4.5,70,10628.67,3188.6,2025-10-24
